cod,economy,region,incomegroup,dbyear,startbuscapital,investorsdisclosure,investorsliability,investorssuitsOld,investorstransparency,investorsrights,investorsownership,investorssuits,investorsProtectingInv,investorsProtectingMinInves,closinglegal,closing_SI_Commencement,closing_SI_ManagementAssets,closing_SI_Reorganization,closing_SI_CreditorParticipate,startbusprocedures,startbustime,startbuscost,startbusproceduresW,startbustimeW,startbuscostW,permitprocedures,permittime,permitcostWhV,permitsLegalindex,permits_SI_Buildregulation,permits_SI_Beforeconstr,permits_SI_Duringconst,permits_SI_Afterconst,permits_SI_Liability,permits_SI_Certifications,electricityprocedures,electricitytime,electricitycost,electricitySAIDISAIFIscore,electricityPriceperkWhUSD,electricitySaidiSaifiPoints,electricitySaidiIndex,electricitySaifiIndex,electricityMinimumOutage,electricityOutagemoniscore,electricityOutagerestoscore,electricityRegulatormoniscore,electricityCompensationscore,electricityTransparencyscore,registerprocedures,registertime,registercost,registerLegalindexGener,registerReliabilityInfrast,registerTransparency,registerCoverage,registerLegalBackground,registerWEBEqualAccess,creditrights,creditrights_new,creditinformation6pnt,creditinformation6pnt5pr,creditinformation8pnt5pr,creditinformationCoverPublic,creditinformationCoverPrivate,tradeprocedures,tradeXtimedocs,tradeMtimedocs,tradeXtimeborder,tradeMtimeborder,tradeXcostdocs,tradeMcostdocs,tradeXcostborder,tradeMcostborder,tradingexportdocs,tradingimportdocs,tradingexportcost,tradingexportcost_def,tradingexporttime,tradingimportcost,tradingimportcost_def,tradingimporttime,contracts_filing_days,contracts_trial_days,contracts_enforcement_days,contracts_attorney_fee,contracts_court_fee,contracts_enforcement_fee,contractsproceduresBunus,contractstime,contractscost,contractsLegalindexGender,contracts_SI_CourtStructureGen,contracts_SI_CaseManagement,contracts_SI_CourtAutomation,contracts_SI_ADR,closingtime_web,closingtime,closingrecovery,closingcostpercentage,closingOutcome,taxesTimeComplyVATrefund,taxesTimeObtainVATrefund,taxesTimeComplyCITaudit,taxesTimeCompleteCITaudit,taxespayments,taxestime,taxestotal,taxesTTRprofit,taxesTTRlabor,taxesTTROther
PHL,Philippines,East Asia & Pacific,Lower middle income,2020,0,9,4,,4,1,5,7,,30,14,2.5,5.5,3,3,13,33,23.2753290631193,13,33,23.2753290631193,22,120,2.34866564715074,13,2,1,2,3,2,3,4,37,24.2627312448043,6,.1810425058981,2,3.57,2.23,5,1,1,1,1,0,9,35,4.26987251214151,12.5,2,3,4,4.5,-1,,1,,,7,0,13.538573982439,6,36,96,42.4615384615385,120,52.5,67.5,456.004807692308,689.5,,,,,,,,,58,700,204,20,6,5,,962,31,7.5,3.5,1.5,0,2.5,2.66666666666667,2.66666666666667,21.0539792983208,32,0,No VAT refund per case study scenario,No VAT refund per case study scenario,1.5,0,13,171,43.0823478181861,20.2051303875329,8.87727478267597,13.9999426479772
PLW,Palau,East Asia & Pacific,High income,2004,13.3431766904144,,,,,,,,,,0,0,0,0,0,8,33,9.478672985781991,8,33,9.478672985781991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,810,35.3,,,,,,1,1,38.2331774019431,22.5,0,,,,,,,,,,
PLW,Palau,East Asia & Pacific,High income,2005,13.1352355073063,,,,,,,,,,0,0,0,0,0,7,24,4.26895153991575,7,24,4.26895153991575,,,,,,,,,,,,,,,,,,,,,,,,,5,14,.38443540994571,,,,,,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,38,810,35.3,,,,,,1,1,38.2331774019431,22.5,0,,,,,,,,,,
PLW,Palau,East Asia & Pacific,High income,2006,14.5560407569141,0,0,8,,,,,8,,0,0,0,0,0,7,24,4.7307132459617,7,24,4.7307132459617,20,90,6.85920179206696,,,,,,,,,,,,,,,,,,,,,,5,14,.44271969397881,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,1060,1368.54540407594,29,1010,1303.99137558179,35,,,,,,,38,810,35.3,,,,,,1,1,38.2331774019431,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2007,13.1061598951508,0,0,8,,,,,8,,0,0,0,0,0,8,28,5.10535209201822,8,28,5.10535209201822,20,90,6.18778273033415,,,,,,,,,,,,,,,,,,,,,,5,14,.39159136790906,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,1060,1309.75122140479,29,1010,1247.970503414,35,,,,,,,38,810,35.3,,,,,,2,2,30.3482876314558,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2008,12.5156445556946,0,0,8,,,,,8,,0,0,0,0,0,8,28,4.70588235294118,8,28,4.70588235294118,20,90,5.74117108796397,,,,,,,,,,,,,,,,,,,,,,5,14,.36095118898623,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,810,967.8460049467679,26,760,908.1024243944991,33,,,,,,,38,810,35.26,,,,,,2,2,30.3482876314558,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2009,12.1802679658954,0,0,8,,,,,8,,0,0,0,0,0,8,28,4.58415413443524,8,28,4.58415413443524,20,90,5.61867591170388,,,,,,,,,,,,,,,,,,,,,,5,14,.35161437563062,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,820,978.052268544527,26,782,932.727895124171,31,,,,,,,38,810,35.3,,,,,,2,2,30.3482876314558,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2010,11.5664541618709,0,0,8,,,,,8,,0,0,0,0,0,8,28,4.13842039805002,8,28,4.13842039805002,20,90,5.12595323458164,,,,,,,,5,125,100.769984903132,,,,,,,,,,,,5,14,.31827211807937,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,840,944.77242794142,26,782,879.538141250226,31,,,,,,,38,810,35.3,,,,,,2,2,30.3482876314558,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2011,16.0771704180064,0,0,8,,,,,8,,0,0,0,0,0,8,28,5.69961468157823,8,28,5.69961468157823,20,90,6.7478439067974,,,,,,,,5,125,138.784857547806,,,,,,,,,,,,5,14,.43833836644458,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,720,779.687410322412,26,672,727.708249634251,31,,,,,,,38,810,35.3,,,,,,2,2,29.8947704081633,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2012,15.4088295993607,0,0,8,,,,,8,,0,0,0,0,0,8,28,5.77831109976026,8,28,5.77831109976026,20,90,6.87566167109078,,,,,,,,5,125,122.457050592039,,,,,,,,,,,,5,14,.44439064564556,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,720,777.6083359613609,26,680,734.407872852397,31,45,400,365,26.996269458099,7.59655299249,.677988502372,38,810,35.3,,,,,,2,2,34.0136054421769,22.5,0,,,,,11,128,72.49999743594843,65.93711448753,6.517163824099,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2013,13.9497853584112,0,0,8,,,,,8,,0,0,0,0,0,8,28,5.23116950940422,8,28,5.23116950940422,20,90,6.30771868306399,,,,,,,,5,125,126.896175482738,,,,,,,,,,,,5,14,.40231180973658,,,,,,,1,,0,0,,0,0,,,,,,,,,,5,9,720,764.746056512609,26,680,722.260164484131,31,45,400,365,27,7.6,.7,38,810,35.3,,,,,,2,2,30.9917355371901,22.5,0,,,,,11,142,75.20717098816392,65.82431558952101,9.3371362743235,.04571912431943
PLW,Palau,East Asia & Pacific,High income,2014,10.08746715403491,0,0,8,0,0,0,7,8,7,0,0,0,0,0,8,28,3.78280018276309,8,28,3.78280018276309,20,90,4.79204793055431,,,,,,,,5,125,91.76205721208009,,,,,,,,,,,,5,14,.29092255272237,,,,,,,8,10,,0,0,0,0,,,,,,,,,,5,9,720,750.245392763883,26,680,708.5650931658899,31,45,400,365,27,7.6,.7,37,810,35.3,,,,,,2,2,30.9917355371901,22.5,0,,,,,11,142,75.03294009727385,65.831085489221,9.16788878182369,.03396582622916
PLW,Palau,East Asia & Pacific,High income,2015,8.789657775472399,0,0,,0,0,0,7,,7,0,0,0,0,0,8,28,3.29612166580214,8,28,3.29612166580214,20,90,4.28275490669339,7,2,0,2,3,0,0,5,125,82.1579365311254,0,.4117242705529,0,128,29,30,1,1,0,0,0,5,14,.25349373024462,,,,,,,,10,,,0,0,0,5,72,96,101.714285714286,84,100,100,505,605,5,9,720,720,26,680,680,30,45,400,365,27,7.6,.7,37,810,35.3,,,,,,2,2,30.2556752203817,22.5,0,,,,,11,142,75.44786663048929,65.818042611949,9.49396071362365,.13586330491665
PLW,Palau,East Asia & Pacific,High income,2016,8.696608903383559,0,0,,0,0,0,7,,7,0,0,0,0,0,8,28,3.26122833876883,8,28,3.26122833876883,20,90,4.24624019026758,7,2,0,2,3,0,0,5,125,73.913256257509,0,.26473695027146,0,149,55,30,1,1,0,0,0,5,14,.25081020077358,12,3,2,2,5,0,,10,,,0,0,0,5,72,96,101.714285714286,84,100,100,505,605,,,,,,,,,45,400,365,27,7.6,.7,,810,35.3,9.5,3.5,1.5,3.5,1,2,2,30.2556752203817,22.5,0,No VAT,No VAT,No corporate income tax,No corporate income tax,11,142,75.44786663048929,65.818042611949,9.49396071362365,.13586330491665
PLW,Palau,East Asia & Pacific,High income,2017,7.70661608005466,0,0,,0,0,0,7,,7,0,0,0,0,0,8,28,2.88998103002049,8,28,2.88998103002049,20,90,3.85774212042604,7,2,0,2,3,0,0,5,125,65.1960724605421,0,.25719443976288,0,128,52,30,1,1,0,0,0,5,14,.22225880774878,12,3,2,2,5,0,,10,,,0,0,0,6,72,96,101.714285714286,84,100,100,505,605,,,,,,,,,45,400,365,27,7.6,.7,,810,35.3,9.5,3.5,1.5,3.5,1,2,2,30.4358412466521,22.5,0,No VAT,No VAT,No corporate income tax,No corporate income tax,11,142,75.47041357860282,65.8171031557776,9.51744711790856,.13586330491665
PLW,Palau,East Asia & Pacific,High income,2018,7.65095639392423,0,0,,0,0,0,7,,7,0,0,0,0,0,8,28,2.86910864772159,8,28,2.86910864772159,20,90,3.83589986044181,7,2,0,2,3,0,0,5,125,64.7252052352391,0,.26099707546594,0,482.33,27.99,30,1,1,0,0,0,5,14,.22065358240077,12,3,2,2,5,0,,10,,,0,0,0,5,72,96,101.714285714286,84,100,100,505,605,,,,,,,,,45,400,365,27,7.6,.7,,810,35.3,9.5,3.5,1.5,3.5,1,2,2,30.4358412466521,22.5,0,No VAT,No VAT,No corporate income tax,No corporate income tax,11,52,75.53805442294335,65.8142847872634,9.58790633076331,.13586330491665
PLW,Palau,East Asia & Pacific,High income,2019,7.76617073488294,0,0,,0,0,0,7,,7,0,0,0,0,0,8,28,2.9123140255811,8,28,2.9123140255811,20,90,3.88111286403716,7,2,0,2,3,0,0,5,125,66.5089213611204,0,.31139238178587,0,951.3,22.98,30,1,1,0,0,0,5,14,.22397636399403,12,3,2,2,5,0,,10,,,0,0,0,5,72,96,101.714285714286,84,100,100,505,605,,,,,,,,,45,400,365,27,7.6,.7,,810,35.3,9.5,3.5,1.5,3.5,1,2,2,30.9917355371901,22.5,0,No VAT,No VAT,No corporate income tax,No corporate income tax,11,52,75.8087717781649,65.8030048974625,9.869903575785751,.13586330491665
PLW,Palau,East Asia & Pacific,High income,2020,5.93701472746024,0,0,,0,0,0,7,,7,0,0,0,0,0,8,28,2.22638052279759,8,28,2.22638052279759,20,90,3.16330606627341,7,2,0,2,3,0,0,5,125,51.6806541674818,0,.32126374093233,0,615.7,8.9,30,1,1,0,0,1,5,14,.17122350473995,12,3,2,2,5,0,,10,,,0,0,0,5,72,96,101.714285714286,84,100,100,505,605,,,,,,,,,45,400,365,27,7.6,.7,,810,35.3,9.5,3.5,1.5,3.5,1,2,2,30.4358412466521,22.5,0,No VAT,No VAT,No corporate income tax,No corporate income tax,11,52,76.62092384382954,65.7691652280598,10.7158953108531,.13586330491665
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2004,0,,,,,,,,,,6,2,3,0,1,6,52,28.7973718740352,6,52,28.7973718740352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,591,110.3,,,,,,3,3,21.7705090592623,23,0,,,,,,,,,,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2005,0,,,,,,,,,,6,2,3,0,1,6,52,28.1859545670306,6,52,28.1859545670306,,,,,,,,,,,,,,,,,,,,,,,,,4,72,5.15235651117315,,,,,,,5,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,43,591,110.3,,,,,,3,3,21.969408101438,23,0,,,,,,,,,,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2006,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,27.6850957837392,6,52,27.6850957837392,17,217,4.70495981496059,,,,,,,,,,,,,,,,,,,,,,4,72,5.14964916639856,,,,,,,5,,0,0,,0,0,,,,,,,,,,7,9,984,1553.0597170401,23,1048,1654.07173115652,29,,,,,,,43,591,110.3,,,,,,3,3,22.0305712868635,23,0,,,,,33,205.5,41.54493251094156,22.2759166705699,10.9414931068711,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2007,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,23.7537044837895,6,52,23.7537044837895,17,217,4.14897158550024,,,,,,,,,,,,,,,,,,,,,,4,72,5.13196502490994,,,,,,,5,,0,0,,0,0,,,,,,,,,,7,9,984,1339.66862261916,23,1048,1426.8015411635,29,,,,,,,43,591,110.3,,,,,,3,3,23.7107472771101,23,0,,,,,32,205.5,41.54493251094156,22.2759166705699,10.9414931068711,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2008,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,24.2358479655494,6,52,24.2358479655494,17,217,4.01038654901934,,,,,,,,,,,,,,,,,,,,,,4,72,5.12755709455552,,,,,,,5,,0,0,,0,0,,,,,,,,,,7,9,984,1218.90038833869,23,1048,1298.17846237698,29,,,,,,,43,591,110.3,,,,,,3,3,23.9374672190988,23,0,,,,,32,205.5,41.54493251094156,22.2759166705699,10.9414931068711,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2009,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,21.6759928819149,6,52,21.6759928819149,17,217,3.58679879548006,,,,,,,,,,,,,,,,,,,,,,4,72,5.11408417306271,,,,,,,5,,0,0,,0,0,,,,,,,,,,7,9,1064,1287.67570903854,23,1128,1365.12988702582,29,,,,,,,43,591,110.3,,,,,,3,3,24.7348269857035,23,0,,,,,32,193.5,41.54493251094156,22.2759166705699,10.9414931068711,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2010,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,18.8797398121667,6,52,18.8797398121667,17,217,3.12409347918526,,,,,,,,4,66,73.74171555448579,,,,,,,,,,,,4,72,5.13248940219063,,,,,,,5,,0,0,,0,0,,,,,,,,,,7,9,1064,1194.17056212437,23,1128,1266.00037037245,29,,,,,,,42,591,110.3,,,,,,3,3,24.7348269857035,23,0,,,,,32,193.5,42.09764711118562,22.0390389847511,11.7310853929339,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2011,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,26.9807215959745,6,52,26.9807215959745,17,217,2.92507616642299,,,,,,,,4,66,74.1962040081556,,,,,,,,,,,,4,72,5.12404929469414,,,,,,,5,,3,0,,0,.6,,,,,,,,,,7,9,1064,1247.37687428926,23,1128,1322.40706221644,29,,,,,,,42,591,110.3,,,,,,3,3,23.9439873209022,23,0,,,,,32,194,42.09764711118562,22.0390389847511,11.7310853929339,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2012,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,23.7958253831227,6,52,23.7958253831227,17,217,2.57979021950696,,,,,,,,4,66,66.9151688866947,,,,,,,,,,,,4,72,5.10940609371551,,,,,,,5,,3,0,,0,1.82566058063124,,,,,,,,,,7,9,1064,1141.66642524285,23,1128,1210.33808991911,29,30,381,180,82.806737181071,10.995312418428,16.506644389356,42,591,110.3,,,,,,3,3,23.6914475832494,23,0,,,,,32,194,42.09764711118562,22.0390389847511,11.7310853929339,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2013,0,4,5,8,,,,,17,,6,2,3,0,1,6,52,20.7208597530354,6,52,20.7208597530354,17,217,2.24642223877511,,,,,,,,4,66,59.9235810309341,,,,,,,,,,,,4,72,5.09526832070363,,,,,,,5,,4,0,,0,2.9,,,,,,,,,,7,9,1149,1178.79764691881,23,1250,1282.41693529027,32,30,381,180,82.8,11,16.5,42,591,110.3,,,,,,3,3,23.5197504896292,23,0,,,,,32,207,42.09764711118562,22.0390389847511,11.7310853929339,8.327522733500601
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2014,0,5,5,8,2,6,2,9,18,29,6,2,3,0,1,6,53,19.8745431404742,6,53,19.8745431404742,17,217,2.15467003919644,,,,,,,,4,66,57.4966444593521,,,,,,,,,,,,4,72,5.09137720984126,,,,,,,5,3,,0,0,0,2.791880261995,,,,,,,,,,7,9,1149,1146.93551607107,23,1250,1247.7540427231,32,30,381,180,82.8,11,16.5,42,591,110.3,,,,,,3,3,23.5155058773362,23,0,,,,,32,207,39.34169811503542,23.2201599831011,11.7310853929339,4.3904527390004
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2015,0,5,5,,2,6,2,9,,29,6,2,3,0,1,6,53,19.4263432296723,6,53,19.4263432296723,17,217,2.10607908983224,10,2,1,2,3,0,2,4,66,54.0962013482542,0,.44332634194399,0,141.65,112,5,1,1,1,1,1,4,72,5.08931652059618,,,,,,,,3,,,0,0,3.648139871335,9,96,120,42,72,75,85,660,790,7,9,1335,1335,23,1350,1350,30,30,381,180,82.8,11,16.5,42,591,110.3,,,,,,3,3,23.9570346300264,23,0,,,,,32,209,39.34169811503542,23.2201599831011,11.7310853929339,4.3904527390004
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2016,0,5,5,,2,6,2,9,,29,6,2,3,0,1,6,53,17.2984981280008,6,53,17.2984981280008,17,217,1.87539182038322,10,2,1,2,3,0,2,4,66,47.3281264564553,0,.40130643635886,0,172.87,140,5,1,1,1,1,1,4,72,5.07953332472643,4.5,1,1.5,0,2,0,,3,,,5,0,5.48298836387575,9,96,120,42,72,75,85,660,790,,,,,,,,,30,381,180,82.8,11,16.5,,591,110.3,8.5,4,1.5,1,2,3,3,24.1538868510949,23,0,3,44.1666666666667,5,0,32,209,39.34169811503542,23.2201599831011,11.7310853929339,4.3904527390004
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2017,0,5,5,,2,6,2,9,,29,6,2,3,0,1,6,41,15.5654379647939,6,41,15.5654379647939,17,217,1.61332856676017,10,2,1,2,3,0,2,4,66,37.958671093071,0,.35680013010727,0,211.33,134,5,1,1,1,1,1,4,72,5.23946827638145,4.5,1,1.5,0,2,0,,9,,,5,0,6.12144244981382,8,96,120,42,72,75,85,660,790,,,,,,,,,30,381,180,82.8,11,16.5,,591,110.3,8.5,4,1.5,1,2,3,3,24.8926915496452,23,0,3,44.1666666666667,5,0,32,209,39.34169811503542,23.2201599831011,11.7310853929339,4.3904527390004
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2018,0,5,5,,2,6,2,9,,29,6,2,3,0,1,6,41,20.3239643090913,6,41,20.3239643090913,17,217,1.19065357070847,10,2,1,2,3,0,2,4,66,27.1780056551384,0,.31527622236791,0,135.95,88,5,1,1,1,1,1,4,72,5.17673012442687,4.5,1,1.5,0,2,0,,9,,,5,0,6.95713027450337,8,96,120,42,72,75,85,660,790,,,,,,,,,30,381,180,82.8,11,16.5,,591,110.3,8.5,4,1.5,1,2,3,3,25.1921137407372,23,0,3,44.1666666666667,5,0,32,199,39.34169811503542,23.2201599831011,11.7310853929339,4.3904527390004
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2019,0,5,5,,3,6,2,9,,30,6,2,3,0,1,6,41,20.4949161746646,6,41,20.4949161746646,17,217,1.20066856808145,10,2,1,2,3,0,2,4,66,27.5804101962455,0,.30303513685011,0,1356,673,5,1,1,1,1,0,4,72,5.1782166623884,5.5,1,2.5,0,2,0,,9,,,5,0,7.03944045715683,8,96,120,42,72,75,85,660,790,,,,,,,,,30,381,180,82.8,11,16.5,,591,110.3,8.5,4,1.5,1,2,3,3,25.1305714073336,23,0,3,44.1666666666667,4.5,0,39,203,39.34169811503542,23.2201599831011,11.7310853929339,4.3904527390004
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2020,0,5,5,,3,6,2,9,,30,6,2,3,0,1,6,41,18.5899189855941,6,41,18.5899189855941,17,217,1.08906673337729,10,2,1,2,3,0,2,4,66,25.5669278805428,0,.28855447715511,0,940,500,5,1,1,1,1,1,4,72,5.16165146943995,5.5,1,2.5,0,2,0,,9,,,5,0,7.48058350494716,8,48,48,42,72,75,85,700,940,,,,,,,,,30,381,180,82.8,11,16.5,,591,110.3,8.5,4,1.5,1,2,3,3,24.915026077277,23,0,5.5,39.1666666666667,4.5,0,45,207,37.08572015485582,23.2201599831011,9.475107432754321,4.3904527390004
POL,Poland,High income: OECD,High income,2004,247.371606787318,,,,,,,,,,9,2.5,5,.5,1,11,63,21.2808376304384,11,63,21.2808376304384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1000,19,,,,,,3,3,31.4291598076245,15,0,,,,,,,,,,
POL,Poland,High income: OECD,High income,2005,237.864824869429,,,,,,,,,,12.5,3,6,2.5,1,11,63,20.818385183085,11,63,20.818385183085,,,,,,,,,,,,,,,,,,,,,,,,,6,204,1.6001370222078,,,,,,,8,,4,4,,0,38,,,,,,,,,,,,,,,,,,,,,,,,37,1000,19,,,,,,3,3,32.3753637525919,15,0,,,,,,,,,,
POL,Poland,High income: OECD,High income,2006,220.070769573056,7,2,8,,,,,17,,12.5,3,6,2.5,1,11,52,19.9342822074682,11,52,19.9342822074682,22,282,1.66470332935843,,,,,,,,,,,,,,,,,,,,,,6,195,1.57394417281154,,,,,,,8,,4,4,,0,38.1,,,,,,,,,,5,4,834,1044.58656165691,17,834,1044.58656165691,17,,,,,,,37,980,19,,,,,,3,3,32.1403730020802,15,0,,,,,41,420,43.15831051956596,14.8435318722715,27.0032153953003,1.31156325199412
POL,Poland,High income: OECD,High income,2007,204.446715342945,7,2,9,,,,,18,,12.5,3,6,2.5,1,11,45,19.1579963858288,11,45,19.1579963858288,22,282,1.54651673354017,,,,,,,,,,,,,,,,,,,,,,6,195,1.55094556498482,,,,,,,8,,5,5,,0,38.1,,,,,,,,,,5,4,834,1017.6850228247,17,834,1017.6850228247,17,,,,,,,37,980,19,,,,,,3,3,33.8455075460844,15,0,,,,,41,420,43.15758563549152,14.8437019068075,27.0032153953003,1.31066833338368
POL,Poland,High income: OECD,High income,2008,196.776989685934,7,2,9,,,,,18,,12.5,3,6,2.5,1,11,45,18.9304098175976,11,45,18.9304098175976,20,268,1.48125846755984,,,,,,,,,,,,,,,,,,,,,,6,195,.53021043331277,,,,,,,8,,5,5,,0,51.5,,,,,,,,,,5,4,834,1002.810032429,17,834,1002.810032429,17,,,,,,,37,830,19,,,,,,3,3,33.6800021852259,15,0,,,,,41,420,43.36868829275236,14.7924069024823,27.2656130568863,1.31066833338368
POL,Poland,High income: OECD,High income,2009,168.752520615463,7,2,9,,,,,18,,12.5,3,6,2.5,1,11,45,17.5161465786156,11,45,17.5161465786156,20,268,1.27030147418496,,,,,,,,,,,,,,,,,,,,,,6,195,.49030358935642,,,,,,,8,,5,5,,0,50,,,,,,,,,,5,4,884,1022.48187812803,17,884,1022.48187812803,17,,,,,,,37,830,19,,,,,,3,3,34.1033223707675,15,0,,,,,41,420,45.11632076350162,16.7242823996587,27.0753809597586,1.31665740408435
POL,Poland,High income: OECD,High income,2010,15.2928660932525,7,2,9,,,,,18,,12.5,3,6,2.5,1,7,39,16.6533607149665,7,39,16.6533607149665,20,268,1.15118578803568,,,,,,,,6,163,218.790776553528,,,,,,,,,,,,6,195,.46770924170354,,,,,,,9,,6,6,,0,68.3,,,,,,,,,,5,4,884,991.662852578772,17,884,991.662852578772,17,,,,,,,37,830,19,,,,,,3,3,34.1033223707675,15,0,,,,,41,397,42.1752640558165,17.3869009851229,23.4654183594629,1.32294471123075
POL,Poland,High income: OECD,High income,2011,14.6856740685814,7,2,9,,,,,18,,12.5,3,6,2.5,1,7,39,16.3494896446438,7,39,16.3494896446438,20,268,1.10547880118653,,,,,,,,6,163,212.071778140294,,,,,,,,,,,,6,150,.38321846967962,,,,,,,9,,6,6,,0,91.7,,,,,,,,,,5,4,884,955.825507782301,17,884,955.825507782301,17,,,,,,,37,830,19,,,,,,3,3,35.8278923261121,15,0,,,,,30,325,40.62944428428756,15.5324197498424,23.71843930773,1.3785852267152
POL,Poland,High income: OECD,High income,2012,14.0320941632261,7,2,9,,,,,18,,12.5,3,6,2.5,1,7,39,16.022403620269,7,39,16.022403620269,20,153,1.05627992023101,,,,,,,,6,163,209.339774557166,,,,,,,,,,,,6,150,.37169670418124,,,,,,,9,,6,6,,0,74.82537829952609,,,,,,,,,,5,4,1050,1121.41148325359,17,1000,1068.01093643199,15,90,580,160,4.999635150327,4.999635150327,1.999573418248,37,830,19,,,,,,3,3,31.5163257739513,15,0,,,,,30,296,40.06587714325071,15.0192825636101,23.6158727880003,1.4307217916403
POL,Poland,High income: OECD,High income,2013,13.0432669334934,7,2,9,,,,,18,,12.5,3,6,2.5,1,7,39,13.1797540186387,7,39,13.1797540186387,18,138,.97923630829895,,,,,,,,6,163,208.333333333333,,,,,,,,,,,,6,52,.35959741419823,,,,,,,9,,6,6,,0,76.90000000000001,,,,,,,,,,5,4,1050,1085.84594638196,17,1025,1059.9924714681,15,60,480,145,12,5,2,33,685,19,,,,,,3,3,54.5016195440435,15,1,,,,,19,286,40.30628660597249,15.0125198171564,23.8274515947879,1.46631519402823
POL,Poland,High income: OECD,High income,2014,12.6464850883344,7,2,9,6,5,4,9,18,33,12.5,3,6,2.5,1,5,37,13.052604086012,5,37,13.052604086012,18,140,.35506271534008,,,,,,,,4,154,12.3429694462144,,,,,,,,,,,,6,33,.35474239154086,,,,,,,9,7,,6,8,0,82.805438362129,,,,,,,,,,5,4,1050,1059.06026052882,17,1025,1033.84454004004,14,60,480,145,12,5.4,2,33,685,19.4,,,,,,3,3,54.8035668901511,15,1,,,,,19,286,40.0741879860065,14.7185671299773,24.410101519625,.94551933640425
POL,Poland,High income: OECD,High income,2015,12.2978005348591,7,2,,6,5,4,9,,33,12.5,3,6,2.5,1,5,37,12.9408670747972,5,37,12.9408670747972,16,138,.34527304781671,12,2,1,2,3,2,2,4,154,20.8187005694523,7,.14277331370203,2,1.6,1.6,3,1,1,1,1,1,6,33,.31708593040503,,,,,,,,7,,,8,0,84.291191401402,4,.5,.5,0,0,0,0,0,0,5,4,1050,1050,15,1025,1025,14,60,480,145,12,5.4,2,33,685,19.4,,,,,,3,3,56.9809423762385,15,1,,,,,19,286,40.1436432438083,14.4832710907265,24.6745901585975,.9857819944842801
